Subject,Alpha,Final_Heading,Final_Stdev,Trial_Number
13,40,-14.5624,4.149,13
13,30,8.2987,1.3028,14
13,70,24.2367,1.1907,15
13,30,7.2129,3.0714,16
13,50,-22.2027,1.2857,17
13,120,52.2289,1.6633,18
13,70,-18.4995,2.1953,19
13,50,25.5041,3.7301,20
13,120,54.261,2.0877,21
13,30,14.4239,1.278,22
13,50,-21.2174,3.7998,23
13,40,14.9546,1.1923,24
13,30,12.1609,0.77161,25
13,0,2.6597,1.6382,26
13,70,21.8224,2.1798,27
13,120,52.1633,3.1591,28
13,60,-26.8722,1.9303,29
13,0,-0.49047,0.43712,30
13,80,32.9743,3.2051,31
13,120,-57.3524,3.9326,32
13,0,-1.7792,2.6915,33
13,30,7.5717,1.9926,34
13,30,0.36283,1.0878,35
13,40,4.9371,1.2114,36
13,20,-0.36798,1.6447,37
13,120,48.7091,2.9406,38
13,60,11.9536,3.9852,39
13,80,-29.9967,0.69991,40
13,50,15.1227,1.1737,41
13,70,-24.0363,3.5961,42
13,30,12.5689,4.0312,43
13,90,34.1949,1.6598,44
13,20,-8.2882,2.8551,45
13,30,-8.0444,3.7776,46
13,60,28.6339,3.134,47
13,120,47.0112,1.1424,48
13,60,22.2245,2.6201,49
13,120,45.4413,1.8833,50
13,90,-27.8706,1.6663,51
13,90,-33.0266,5.3774,52
13,120,-35.9909,2.3344,53
13,50,18.2411,3.4866,54
13,70,22.4375,3.4794,55
13,120,50.847,9.823,56
13,70,-25.1569,1.9682,57
13,20,-1.0152,2.8373,58
13,20,-7.903,1.3751,59
13,40,19.9607,1.4418,60
13,0,-3.0649,1.5078,61
13,60,-12.7748,2.1989,62
13,20,-8.3891,2.7286,63
13,80,-33.1591,2.0101,64
13,80,28.0125,2.0865,65
13,60,25.6636,2.8865,66
13,80,-34.8056,3.654,67
13,20,1.6097,3.6551,68
13,70,25.3834,2.5637,69
13,0,1.0805,2.4079,70
13,20,10.2769,1.0011,71
13,0,-1.7404,1.7317,72
13,0,-3.6955,0.69244,73
13,40,-17.3053,3.6262,74
13,0,3.5784,0.99532,75
13,70,26.7459,2.1456,76
13,90,28.4025,4.7917,77
13,120,57.3482,2.6525,78
13,80,33.5826,2.2756,79
13,90,-39.9259,2.1149,80
13,0,-0.17961,0.99561,81
13,80,-39.898,1.2508,82
13,90,-38.2203,2.3977,83
13,30,9.796,3.6127,84
13,60,26.8065,2.7935,85
13,70,-27.2382,2.2932,86
13,90,44.319,1.0869,87
13,20,-4.1296,2.0993,88
13,20,-2.6037,2.5094,89
13,40,10.7582,0.74545,90
13,80,28.7276,3.1719,91
13,0,-2.2296,3.2184,92
13,50,15.6036,2.2637,93
13,50,-19.2762,2.1673,94
13,60,25.3092,2.2325,95
13,80,-28.2383,3.2999,96
13,50,-17.6635,1.8718,97
13,90,-30.1001,2.4804,98
13,90,36.3594,2.8024,99
13,70,-27.8453,1.8196,100
14,90,-26.7804,5.0734,1
14,90,-34.3478,3.4158,2
14,40,2.4498,1.309,3
14,120,-43.2486,6.9938,4
14,40,-10.3119,2.6848,5
14,50,21.5431,1.8409,6
14,60,24.6397,2.5128,7
14,20,-8.3035,2.3499,8
14,40,15.3411,1.6818,9
14,30,-14.5607,0.99093,10
14,60,25.919,0.42363,11
14,80,41.4495,4.7542,12
14,90,-37.6428,1.1949,13
14,20,6.0695,0.62556,14
14,60,11.8628,2.6977,15
14,80,33.1069,4.3333,16
14,90,-38.2208,2.2477,17
14,20,-3.7844,2.9659,18
14,30,7.9206,1.5358,19
14,70,28.4637,1.7347,20
14,90,-19.8486,3.6398,21
14,0,-0.99612,0.89195,22
14,90,37.9194,4.9834,23
14,30,11.706,1.1684,24
14,70,-30.5758,2.0598,25
14,20,-0.41444,2.8333,26
14,40,15.504,1.1292,27
14,70,-25.9366,2.0961,28
14,20,-7.3843,1.814,29
14,0,0.70961,0.43839,30
14,30,-10.604,1.8216,31
14,0,-0.92838,1.8316,32
14,50,-20.3596,2.735,33
14,50,-21.7113,2.9125,34
14,50,23.8543,1.2853,35
14,40,-19.9114,0.91183,36
14,40,-8.7241,1.2464,37
14,120,-54.6356,1.2509,38
14,120,-55.5793,4.3686,39
14,30,3.4169,1.9188,40
14,50,19.8551,3.1301,41
14,20,10.0725,2.3913,42
14,120,-56.8992,2.0294,43
14,0,1.9081,0.74803,44
14,20,-10.8534,1.8406,45
14,80,36.8977,1.5991,46
14,60,28.3435,2.406,47
14,80,-39.8434,4.2242,48
14,60,-33.0161,4.4377,49
14,70,-33.4315,0.70683,50
14,80,35.6955,2.7486,51
14,70,33.2513,2.2924,52
14,120,-54.9716,2.2399,53
14,80,32.803,1.6438,54
14,30,-11.4718,1.7037,55
14,50,-23.7946,3.3929,56
14,90,43.2504,2.8672,57
14,40,14.7561,1.5047,58
14,50,21.2407,0.81038,59
14,120,53.9468,4.5246,60
14,20,-8.4308,2.3206,61
14,0,3.2592,1.4549,62
14,60,-25.6422,1.7205,63
14,40,16.5319,1.2818,64
14,120,53.7291,0.54402,65
14,80,35.6037,1.3275,66
14,70,35.5856,1.1272,67
14,20,4.2578,1.6122,68
14,60,25.8146,1.5312,69
14,120,-59.7984,1.9961,70
14,30,-8.9816,0.94738,71
14,30,-15.6894,0.5817,72
14,0,2.584,1.1179,73
14,80,-37.6781,1.432,74
14,50,-23.1598,1.0805,75
14,70,24.1123,1.8994,76
14,90,42.4782,1.6142,77
14,40,16.4456,1.0991,78
14,120,-60.1558,1.6418,79
14,40,-12.9995,1.6646,80
14,60,-30.3997,2.4951,81
14,70,30.8113,1.8163,82
14,60,-27.4008,3.5117,83
14,0,-1.5994,1.5061,84
14,70,-31.8345,3.1053,85
14,80,32.1409,2.4932,86
14,0,-2.2728,1.1955,87
14,80,-38.8342,1.7077,88
14,30,-17.9208,2.4583,89
14,90,43.7663,1.9596,90
14,70,32.2715,1.9309,91
14,0,-3.1654,2.7007,92
14,90,-34.0684,4.9095,93
14,20,11.2792,2.6528,94
14,120,60.1953,2.5423,95
14,60,30.7447,1.2907,96
14,50,-15.4658,0.52848,97
14,0,2.2006,0.48175,98
14,50,25.3093,2.71,99
14,30,12.6063,0.78341,100
15,120,-56.5213,3.9692,1
15,120,45.2406,1.3286,2
15,30,19.6223,2.2161,3
15,70,-32.7382,3.2175,4
15,90,-13.2989,20.6124,5
15,20,1.6226,3.7052,6
15,90,34.6656,3.4045,7
15,80,-41.9201,4.8534,8
15,30,-15.155,2.7252,9
15,30,8.7189,2.3151,10
15,60,-29.0912,2.0444,11
15,0,2.5605,2.9535,12
15,70,-41.9919,4.6077,13
15,120,59.5647,0.41171,14
15,0,-2.1366,3.7169,15
15,20,6.891,3.2138,16
15,70,-35.0745,1.8061,17
15,40,20.4573,4.8008,18
15,50,-28.0797,7.6805,19
15,30,-5.4195,1.1217,20
15,70,28.2639,7.7487,21
15,80,30.9005,3.7456,22
15,0,-7.5133,5.7148,23
15,50,21.368,4.9344,24
15,80,-26.8601,2.0472,25
15,50,-11.3775,3.5738,26
15,20,-7.9519,2.7566,27
15,40,-10.9949,4.1993,28
15,0,-1.9429,1.4101,29
15,120,-57.7771,4.5474,30
15,30,13.7833,1.3396,31
15,60,-19.1543,4.7983,32
15,40,18.8343,5.1597,33
15,30,2.7538,3.407,34
15,80,42.1046,4.4749,35
15,50,15.3174,10.4504,36
15,20,-1.5855,0.89661,37
15,90,34.9267,2.6714,38
15,40,-22.1754,3.1654,39
15,0,5.9399,3.5247,40
15,20,3.5633,1.361,41
15,30,-13.8279,2.9295,42
15,80,-35.3547,2.4174,43
15,20,2.4046,1.6026,44
15,80,44.8342,0.84782,45
15,60,-29.9724,0.8817,46
15,70,41.5973,3.2253,47
15,120,51.8026,3.494,48
15,20,2.4505,1.9823,49
15,0,-1.2981,0.83395,50
15,70,33.5568,2.8836,51
15,70,-26.9633,4.1322,52
15,60,-9.9839,11.9697,53
15,90,42.3633,1.7071,54
15,60,-24.7102,2.4423,55
15,20,4.263,2.5335,56
15,70,-20.1676,6.1079,57
15,40,12.1833,6.4918,58
15,40,13.7085,2.3267,59
15,60,27.9854,2.6687,60
15,60,-30.8003,2.952,61
15,30,13.3919,6.1002,62
15,20,1.4653,2.1412,63
15,30,-0.33894,6.6839,64
15,40,13.3589,3.7388,65
15,40,15.557,4.3893,66
15,50,20.1375,4.9165,67
15,80,-33.3371,4.1883,68
15,30,-2.8426,1.4065,69
15,80,33.3878,1.7217,70
15,50,-0.26054,1.8595,71
15,40,16.8878,2.3022,72
15,80,-36.0195,3.2255,73
15,60,-23.4896,3.2368,74
15,90,36.518,15.4119,75
15,0,2.2644,5.0782,76
15,50,27.8541,1.5065,77
15,50,-20.8794,4.3724,78
15,0,-0.51224,2.3917,79
15,120,-58.5762,1.7926,80
15,60,-30.9939,4.176,81
15,60,24.2452,1.7445,82
15,90,-38.6034,3.6456,83
15,90,-42.2729,3.1363,84
15,70,-25.0016,3.4949,85
15,40,17.4773,1.8103,86
15,70,-32.9533,0.89352,87
15,50,25.1608,2.9152,88
15,120,43.8474,5.5245,89
15,80,-18.1253,9.5595,90
15,90,-40.9463,2.8085,91
15,0,1.354,2.4461,92
15,90,41.9414,1.4969,93
15,120,-59.8377,3.3583,94
15,90,38.6639,4.1307,95
15,0,0.94228,6.3154,96
15,50,18.7489,2.8893,97
15,20,-11.1585,0.92246,98
15,120,59.7185,2.0752,99
15,120,-57.5498,1.1113,100
16,50,-0.77669,5.2819,1
16,80,19.5813,5.7411,2
16,120,21.3784,21.5248,3
16,70,-26.0386,4.6568,4
16,60,-33.4376,2.7885,5
16,60,20.9018,13.8543,6
16,0,0.16958,1.0973,7
16,40,-3.906,3.6854,8
16,50,-12.6945,3.7322,9
16,50,-23.6831,3.3237,10
16,120,66.1735,30.7073,11
16,40,-8.3589,7.5187,12
16,120,-48.9178,7.4909,13
16,0,4.3542,4.7953,14
16,70,-25.5185,6.9012,15
16,0,7.0176,5.4214,16
16,120,-30.1994,16.3444,17
16,20,5.9489,4.3058,18
16,90,23.6592,2.7955,19
16,50,-6.4174,1.4443,20
16,0,-4.3404,4.0626,21
16,80,-31.5016,6.5932,22
16,70,-27.8693,4.2327,23
16,70,-30.2189,6.1542,24
16,30,-4.1701,4.1393,25
16,80,32.0546,4.2415,26
16,20,-0.50319,1.5249,27
16,120,-48.0706,1.8511,28
16,80,12.8655,2.4126,29
16,60,21.6896,6.8698,30
16,70,1.5723,7.5661,31
16,80,23.7336,3.7,32
16,40,4.4426,2.5989,33
16,90,11.2363,9.5145,34
16,30,0.21958,5.2218,35
16,80,9.741,7.3578,36
16,60,21.4248,7.6176,37
16,60,-12.0273,2.5392,38
16,90,8.1104,5.9975,39
16,90,8.5975,4.5278,40
16,0,2.2689,2.099,41
16,40,13.4524,4.4844,42
16,30,-11.9039,5.3366,43
16,0,3.7959,4.0124,44
16,90,7.6324,5.643,45
16,50,21.798,3.1531,46
16,40,1.7244,1.0491,47
16,40,3.4581,7.0434,48
16,80,22.6165,3.6968,49
16,20,0.6334,2.3097,50
16,30,-4.4578,2.2781,51
16,50,-5.426,2.5122,52
16,40,-0.010881,1.9308,53
16,30,-12.4547,1.0585,54
16,60,-0.23859,5.7448,55
16,120,-0.86367,18.3843,56
16,90,19.8089,7.1339,57
16,0,-0.31246,1.8153,58
16,60,12.0601,3.4378,59
16,80,-3.2745,6.6205,60
16,70,43.8857,3.4799,61
16,30,-2.9115,7.4814,62
16,30,2.7071,5.8661,63
16,120,-45.7647,13.9113,64
16,0,2.0839,5.439,65
16,120,44.428,7.1537,66
16,70,-22.9944,2.7043,67
16,50,-11.7464,4.7256,68
16,80,-25.5497,7.5349,69
16,20,0.26629,0.89438,70
16,70,-18.4444,2.7468,71
16,20,-9.9749,3.4177,72
16,70,-26.626,3.8726,73
16,50,1.6536,2.765,74
16,80,11.1714,6.5603,75
16,50,13.0701,5.5322,76
16,90,39.4054,6.6597,77
16,120,24.1261,2.5967,78
16,30,7.5132,8.1643,79
16,120,32.2723,6.1482,80
16,30,2.0514,2.1125,81
16,70,9.7993,10.2778,82
16,40,-6.1696,3.7538,83
16,20,5.1395,2.8742,84
16,20,-0.8365,3.6057,85
16,50,23.3717,4.2087,86
16,20,0.82178,4.1056,87
16,60,24.8503,9.0932,88
16,0,1.8146,2.7844,89
16,90,-38.4324,4.7495,90
16,0,-3.5646,1.5691,91
16,20,-4.0487,2.2475,92
16,90,-23.9086,3.8825,93
16,60,8.0719,8.1137,94
16,60,18.0688,3.26,95
16,30,7.2406,1.4799,96
16,20,6.1513,4.4037,97
16,40,4.7619,0.81402,98
16,40,1.1734,5.2539,99
16,90,-33.847,4.0515,100
17,90,-28.6335,2.6929,1
17,30,9.0505,3.6115,2
17,0,-1.7469,1.9387,3
17,40,-3.4344,5.091,4
17,40,-11.8748,5.0826,5
17,70,16.1726,3.7231,6
17,50,-19.8309,6.1271,7
17,0,-0.20925,0.4974,8
17,90,-8.0065,10.4387,9
17,40,16.7871,2.5013,10
17,0,0.1415,1.5283,11
17,30,5.03,3.6062,12
17,80,-9.5581,11.6222,13
17,60,9.3499,6.1631,14
17,70,-7.5594,2.255,15
17,40,15.7057,1.7755,16
17,70,5.1129,14.4732,17
17,0,3.6507,1.5163,18
17,70,21.1594,8.2384,19
17,30,11.0547,2.037,20
17,60,2.7956,10.3726,21
17,80,11.0319,8.874,22
17,80,0.063195,6.5559,23
17,90,35.9302,6.7854,24
17,120,22.8551,4.7409,25
17,20,-11.8138,1.8699,26
17,80,-28.039,2.3623,27
17,70,20.162,6.8286,28
17,30,7.404,1.7407,29
17,50,19.0197,4.0654,30
17,20,2.2176,0.71212,31
17,80,4.429,2.7627,32
17,60,3.3841,2.3712,33
17,0,3.672,0.43397,34
17,80,30.2379,3.6245,35
17,60,20.9392,0.96229,36
17,30,10.1592,5.561,37
17,40,1.7682,3.2658,38
17,20,6.7326,1.2071,39
17,60,8.7204,2.6681,40
17,120,-22.5492,6.3895,41
17,20,-9.5086,0.9994,42
17,0,-2.132,1.365,43
17,30,2.6334,1.4167,44
17,60,-11.7838,1.9988,45
17,30,-20.3268,1.9865,46
17,20,-1.3467,0.88379,47
17,120,-54.3334,6.0511,48
17,120,48.8291,3.0478,49
17,50,-4.9767,1.024,50
17,40,-6.5164,9.2636,51
17,120,-26.3974,6.6039,52
17,120,54.4291,2.3532,53
17,70,-27.7615,5.1863,54
17,60,-20.4168,2.2539,55
17,80,-34.5582,5.5788,56
17,40,3.3918,5.5441,57
17,0,3.9181,0.54897,58
17,20,4.9334,1.9776,59
17,50,2.6971,7.9362,60
17,40,11.1845,3.3422,61
17,70,12.7639,3.545,62
17,90,19.8812,3.6164,63
17,90,36.01,4.7662,64
17,90,-45.9988,0.74021,65
17,20,4.23,2.5629,66
17,120,10.0185,8.0913,67
17,90,16.125,9.7596,68
17,50,-16.0186,2.9483,69
17,20,-5.4355,1.6618,70
17,90,-16.8136,3.312,71
17,70,16.8868,5.1911,72
17,120,41.2186,2.8559,73
17,30,-14.3365,2.4178,74
17,90,-15.4811,9.2206,75
17,60,3.0024,3.489,76
17,30,6.825,1.4463,77
17,90,3.7826,1.6425,78
17,40,3.3466,2.4126,79
17,30,-1.9911,3.5104,80
17,0,-0.37533,2.6463,81
17,50,16.2357,1.3774,82
17,60,16.8581,2.6994,83
17,80,8.8653,6.6495,84
17,80,-4.2422,6.174,85
17,0,1.3387,0.73934,86
17,70,9.9006,2.019,87
17,50,11.5113,2.7106,88
17,70,8.6043,2.4104,89
17,80,10.2615,3.0155,90
17,0,-0.81072,3.3075,91
17,50,7.8385,4.0988,92
17,40,2.9686,2.3854,93
17,120,10.2296,5.6426,94
17,120,-57.6114,5.208,95
17,20,4.8664,1.1847,96
17,60,6.5497,0.89236,97
17,50,19.0902,1.7392,98
17,50,4.7195,2.436,99
17,20,-0.55699,1.8252,100
18,90,-43.5791,1.1939,1
18,0,-1.6175,1.1395,2
18,60,27.1985,2.8622,3
18,30,-8.5836,2.9572,4
18,50,-22.188,1.8732,5
18,60,31.7278,3.7541,6
18,20,7.387,1.6064,7
18,30,-15.8886,2.0357,8
18,60,6.2515,5.3198,9
18,40,22.1375,6.8209,10
18,0,0.71408,1.1881,11
18,70,36.2604,2.1504,12
18,40,-9.0116,2.5142,13
18,60,-21.5303,1.3219,14
18,50,22.3265,2.7293,15
18,90,-36.1809,5.3952,16
18,120,35.3183,1.5387,17
18,70,-29.1133,1.9956,18
18,30,-13.8492,2.6032,19
18,40,-20.8592,1.0336,20
18,50,23.7963,2.4071,21
18,80,-38.9223,6.9995,22
18,90,41.6332,2.0001,23
18,90,-51.3737,4.9939,24
18,50,-23.3765,3.2691,25
18,80,38.6788,7.4341,26
18,120,57.4949,4.3451,27
18,120,72.9396,13.3735,28
18,90,45.0194,2.0792,29
18,90,45.0842,2.2621,30
18,70,34.4445,2.222,31
18,90,47.1616,2.5662,32
18,120,-64.481,1.337,33
18,50,-28.5676,2.14,34
18,50,-24.1505,0.69899,35
18,60,29.4194,0.81754,36
18,50,22.4439,3.095,37
18,80,41.8445,0.80835,38
18,0,0.70721,0.85397,39
18,120,-58.7564,4.1355,40
18,70,-35.7757,2.2902,41
18,30,-16.9916,1.3776,42
18,0,2.8031,2.4461,43
18,120,60.5453,6.5075,44
18,0,0.55815,1.2692,45
18,0,0.22155,0.54367,46
18,70,-35.2617,0.98641,47
18,30,-10.8638,0.78175,48
18,120,-62.3546,1.7069,49
18,0,3.0107,2.9207,50
18,60,29.3902,1.0544,51
18,0,1.0654,1.249,52
18,0,1.703,1.2554,53
18,120,-61.39,2.0972,54
18,40,-21.2837,1.7927,55
18,30,14.6418,2.3314,56
18,60,-33.2128,1.2359,57
18,80,36.9155,1.069,58
18,80,-44.2839,3.1279,59
18,20,-11.9267,1.4258,60
18,60,-30.4743,0.73222,61
18,60,32.4164,1.5761,62
18,70,-33.9952,3.0615,63
18,20,-2.914,1.706,64
18,70,34.2009,1.7832,65
18,30,-12.773,3.1172,66
18,20,7.1665,1.3306,67
18,20,11.4606,1.2033,68
18,30,-13.0986,1.9991,69
18,20,-11.231,2.6529,70
18,90,46.9686,5.2762,71
18,70,33.9228,2.22,72
18,40,-17.6473,1.037,73
18,90,43.3186,3.116,74
18,30,15.3092,1.6667,75
18,80,46.4101,2.3936,76
18,50,-24.2152,0.68869,77
18,20,7.9104,1.1166,78
18,40,17.52,1.5343,79
18,50,-26.7137,1.6443,80
18,80,38.8135,0.98168,81
18,120,-58.2472,1.2786,82
18,70,32.7666,0.77457,83
18,80,43.9857,1.0213,84
18,20,11.6027,1.0178,85
18,60,-31.7954,3.3544,86
18,20,-7.0928,1.3374,87
18,70,-38.418,1.2118,88
18,90,44.832,2.7889,89
18,30,-11.9176,1.5731,90
18,40,19.8431,1.3,91
18,20,-4.2114,0.16064,92
18,120,59.7558,1.3738,93
18,80,42.0585,0.72625,94
18,40,-20.0687,1.411,95
18,50,25.2563,0.29362,96
18,80,-39.9523,2.6178,97
18,40,17.0008,0.47399,98
18,0,0.033204,0.60251,99
18,40,20.7972,1.2301,100
